query	entity	predicate	sparql_query
What is the commander of Battle of Brownstown ?			-inf	 SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Battle_of_Brownstown> <http://dbpedia.org/ontology/commander> ?uri } 
What is Jon Speelman famous for?	Jon_Speelman	name	0.4548057633438909	 SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Jon_Speelman> <http://dbpedia.org/ontology/field> ?uri } 
Where was Ne daj se, Nina first aired ?			-inf	 SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Ne_daj_se,_Nina> <http://dbpedia.org/property/firstAired> ?uri } 
Where did the 2015 MLS All-Star Game take place?	2015_MLS_All-Star_Game	time	0.641251526617466	 SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/2015_MLS_All-Star_Game> <http://dbpedia.org/property/city> ?uri } 
What is the name of the homeground of football team Panionios G.S.S.?	Association_football	name	0.9999999999999996	 SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/2013–14_Panionios_G.S.S._season> <http://dbpedia.org/ontology/ground> ?uri } 
What is the district of Methodist Central Hall Westminster ?			-inf	 SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Methodist_Central_Hall_Westminster> <http://dbpedia.org/ontology/district> ?uri } 
How many people used to play in the youthclub of FC Barcelona?	FC_Barcelona	after	0.5420052701623327	SELECT DISTINCT COUNT(?uri) WHERE {?uri <http://dbpedia.org/property/youthclubs> <http://dbpedia.org/resource/FC_Barcelona>  . }
Who is the chancellor of Falmouth University ?	Falmouth_University	chancellor	0.9999999999999998	 SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Falmouth_University> <http://dbpedia.org/property/chancellor> ?uri } 
what kind of things play on WBIG FM?	WWBG	point	0.6604885830674652	 SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/WBIG-FM> <http://dbpedia.org/ontology/programmeFormat> ?uri } 
What is the citizenship of Saima Chowdhury?	Saima_Chowdhury	citizenship	0.9999999999999996	 SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Saima_Chowdhury> <http://dbpedia.org/ontology/citizenship> ?uri } 
What are the musical performances whose label is Celluloid Records?	Celluloid_Records	recordLabel	0.07750412294226353	SELECT DISTINCT ?uri WHERE {?uri <http://dbpedia.org/property/label> <http://dbpedia.org/resource/Celluloid_Records>  . }
Where was Al-Muzaffar Umar buried ?	Al-Muzaffar_Umar	name	0.4061430195650339	 SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Al-Muzaffar_Umar> <http://dbpedia.org/property/placeOfBurial> ?uri } 
List the guests of On Broadway ?	Broadway_theatre	subject	0.4114652955766543	 SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/On_Broadway_(Smash)> <http://dbpedia.org/property/guests> ?uri } 
What is the official name of Colorado wine ?	Colorado	name	0.9999999999999996	 SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Colorado_wine> <http://dbpedia.org/property/officialName> ?uri } 
who developed google videos?	Google_Videos	owner	0.4510934835687688	 SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Google_Videos> <http://dbpedia.org/property/developer> ?uri } 
Who is the child of John Tyler, Sr.?			-inf	 SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/John_Tyler,_Sr.> <http://dbpedia.org/ontology/child> ?uri } 
What royalties's sepulchre is Mausoleum of Augustus?	Augustus	with	0.5374126045576182	 SELECT DISTINCT ?uri WHERE {?uri <http://dbpedia.org/property/placeOfBurial> <http://dbpedia.org/resource/Mausoleum_of_Augustus> } 
What is the automobile platform of Chiva bus ?	Chiva_bus	engine	0.4692972840876343	 SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Chiva_bus> <http://dbpedia.org/ontology/automobilePlatform> ?uri } 
Who are the animator of The Skeleton Dance?	The_Skeleton_Dance	animator	0.9999999999999996	 SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/The_Skeleton_Dance> <http://dbpedia.org/ontology/animator> ?uri } 
Name the parent company of  Ford Air Transport Service ?	Ford_Air_Transport_Service	industry	0.6511407524678418	 SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Ford_Air_Transport_Service> <http://dbpedia.org/ontology/parentCompany> ?uri } 
To whom was Tessa Dahl born to?	Tessa_Dahl	spouse	0.46761357746787574	 SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Tessa_Dahl> <http://dbpedia.org/ontology/parent> ?uri } 
What is the government type of Ancient Rome ?	Ancient_Rome	country	0.5992879740606454	 SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Ancient_Rome> <http://dbpedia.org/ontology/governmentType> ?uri } 
Where was Girls (The Prodigy song)  recorded ?			-inf	 SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Girls_(The_Prodigy_song)> <http://dbpedia.org/property/recorded> ?uri } 
List the  outflow of Lake Uniamsi?	Tropical_cyclone	subject	0.4114652955766543	 SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Lake_Uniamési> <http://dbpedia.org/ontology/outflow> ?uri } 
Name the incumbent of Linda Jenness ?	Linda_Jenness	incumbent	1.0000000000000002	 SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Linda_Jenness> <http://dbpedia.org/ontology/incumbent> ?uri } 
Where is the headquarters of Sigma TV	Sigma_TV	country	0.4614393112575572	 SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Sigma_TV> <http://dbpedia.org/property/headquarters> ?uri } 
List the people residing in Wilton, Connecticut?			-inf	 SELECT DISTINCT ?uri WHERE {?uri <http://dbpedia.org/property/residence> <http://dbpedia.org/resource/Wilton,_Connecticut> } 
Who was the First Driver of 1999 San Marino Grand Prix ?	1999_San_Marino_Grand_Prix	year	0.4972960929035682	 SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/1999_San_Marino_Grand_Prix> <http://dbpedia.org/property/firstDriver> ?uri } 
Give me someone on the board of trinity house?	Trinity_House	board	0.9999999999999997	SELECT DISTINCT ?uri WHERE {?uri <http://dbpedia.org/ontology/board> <http://dbpedia.org/resource/Trinity_House>  . }
What are the track and field events of Jamiatu Muslim Mindanao?	Jamiatu_Muslim_Mindanao	point	0.5351885353291203	 SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Jamiatu_Muslim_Mindanao> <http://dbpedia.org/property/athletics> ?uri } 
What cities are near to Nihoa which is also known as Bird Island ?	Nihoa	name	0.5713464104242597	 SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Nihoa> <http://dbpedia.org/property/nearestCity> ?uri } 
God Defend New Zealand is the national anthem of which country?	God_Defend_New_Zealand	anthem	0.9999999999999997	 SELECT DISTINCT ?uri WHERE {?uri <http://dbpedia.org/property/nationalAnthem> <http://dbpedia.org/resource/God_Defend_New_Zealand> } 
What is the nationality of Aishath Saffa ?	Nationality	subject	0.4114652955766543	 SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Aishath_Saffa> <http://dbpedia.org/property/nationality> ?uri } 
who was the president under whom winston bryant served as a lieutenant?	Winston_Bryant	lieutenant	0.9999999999999996	 SELECT DISTINCT ?uri WHERE {?uri <http://dbpedia.org/ontology/lieutenant> <http://dbpedia.org/resource/Winston_Bryant> } 
On what subjects was Broca's Brain written?			-inf	 SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Broca's_Brain> <http://dbpedia.org/property/subject> ?uri } 
Name the city of Phil-Ellena ?	Phil-Ellena	city	0.9999999999999997	 SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Phil-Ellena> <http://dbpedia.org/ontology/city> ?uri } 
Which airlines fly to Gimhae International Airport?	Gimhae_International_Airport	wikiPageWikiLink	0.08105647598288675	 SELECT DISTINCT ?uri WHERE {?uri <http://dbpedia.org/ontology/targetAirport> <http://dbpedia.org/resource/Gimhae_International_Airport> } 
GetTV is owned by which organisation?	GetTV	country	0.4604082928072079	 SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/GetTV> <http://dbpedia.org/ontology/parentOrganisation> ?uri } 
Whos a famous relative of anne spielberg?	Anne_Spielberg	relation	0.6546848679148757	SELECT DISTINCT ?uri WHERE {?uri <http://dbpedia.org/ontology/relation> <http://dbpedia.org/resource/Anne_Spielberg>  . }
To which city does Northeast Library belong?	Northeastern_United_States	point	0.5492921812364107	 SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Northeast_Library> <http://dbpedia.org/ontology/city> ?uri } 
What are the airline hubs of Cascade Airways?	Cascade_Airways	destinations	0.5003480429126376	 SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Union_of_Cambodian_Democrats> <http://dbpedia.org/ontology/ideology> ?uri } 
Who is the leader of Allgemeine SS ?	Allgemeine_SS	leader	0.9999999999999998	 SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Allgemeine_SS> <http://dbpedia.org/ontology/leader> ?uri } 
Giorgos Kaminis is the mayor of what?	Mayor	post	0.473246619951353	 SELECT DISTINCT ?uri WHERE {?uri <http://dbpedia.org/ontology/mayor> <http://dbpedia.org/resource/Giorgos_Kaminis> } 
Where is the headquarters of Metro Transit (Minnesota) ?			-inf	 SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Metro_Transit_(Minnesota)> <http://dbpedia.org/property/headquarters> ?uri } 
What is the venue of San Diego Comic-Con International ?	San_Diego_Comic-Con	point	0.5351885353291203	 SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/San_Diego_Comic-Con_International> <http://dbpedia.org/property/venue> ?uri } 
Which professional fighter, who is also a politician and was elected to House of Representatives of the Philippines?	Philippines	place	0.6418197703568259	 SELECT DISTINCT ?uri WHERE {?uri <http://dbpedia.org/property/occupation> <http://dbpedia.org/resource/House_of_Representatives_of_the_Philippines> } 
Name  some ww1 veterans?			-inf	SELECT DISTINCT ?uri WHERE {?uri <http://dbpedia.org/property/battles> <http://dbpedia.org/resource/World_War_I>  . }
Which are the predecessor of Chevrolet Caprice?	Chevrolet_Caprice	predecessor	1.0	 SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Chevrolet_Caprice> <http://dbpedia.org/ontology/predecessor> ?uri } 
Who is the relative of Jim Farley (businessman) ?	James_Farley	before	0.6021068358165036	 SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Jim_Farley_(businessman)> <http://dbpedia.org/property/relatives> ?uri } 
Name the institute of Alton Ochsner ?	Alton_Ochsner	name	0.6214198142498423	 SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Alton_Ochsner> <http://dbpedia.org/ontology/institution> ?uri } 
Name the resting place of Fazlur Rahman Khan ?	Fazlur_Rahman_Khan	name	0.6214198142498423	 SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Fazlur_Rahman_Khan> <http://dbpedia.org/ontology/restingPlace> ?uri } 
what cities are close by LoDaisKa ?			-inf	 SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/LoDaisKa_Site> <http://dbpedia.org/ontology/nearestCity> ?uri } 
Who is the meaning of Isa  ?			-inf	 SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Isa_(name)> <http://dbpedia.org/property/meaning> ?uri } 
Name the office of Richard Coke ?	Richard_Coke	office	0.9999999999999994	 SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Richard_Coke> <http://dbpedia.org/property/office> ?uri } 
Is Peter Piper Pizza in the pizza industry?	Peter_Piper_Pizza	industry	0.999999999999999	ASK WHERE { <http://dbpedia.org/resource/Peter_Piper_Pizza> <http://dbpedia.org/ontology/industry> <http://dbpedia.org/resource/Pizza> }
Is William H Blanchard buried in Colorado?	Colorado	country	0.4304328087535271	ASK WHERE { <http://dbpedia.org/resource/William_H._Blanchard> <http://dbpedia.org/property/placeofburial> <http://dbpedia.org/resource/Colorado> }
is blue lagoon island a part of the bahamas achipelago?	Blue_Lagoon_Island	point	0.5351885353291203	ASK WHERE { <http://dbpedia.org/resource/Blue_Lagoon_Island> <http://dbpedia.org/ontology/archipelago> <http://dbpedia.org/resource/The_Bahamas> }
Did the New Way party merge in the One Israel party?	One_Israel	position	0.48254203488046865	ASK WHERE { <http://dbpedia.org/resource/New_Way_(Israel)> <http://dbpedia.org/ontology/mergedIntoParty> <http://dbpedia.org/resource/One_Israel> }
Is Seattle the Ship builder of USS Marmora (IX-189)?	Seattle	point	0.5351885353291203	ASK WHERE { <http://dbpedia.org/resource/USS_Marmora_(IX-189)> <http://dbpedia.org/property/shipBuilder> <http://dbpedia.org/resource/Seattle> }
Is Tirana the largest city of Albania?	Albania	capital	0.5926216307038447	ASK WHERE { <http://dbpedia.org/resource/Albania> <http://dbpedia.org/property/largestCity> <http://dbpedia.org/resource/Tirana> }
Is Ombla originate in Croatia?	Croatia	right	0.4861873921628412	ASK WHERE { <http://dbpedia.org/resource/Ombla> <http://dbpedia.org/ontology/sourceMountain> <http://dbpedia.org/resource/Croatia> }
Did Timm Gunn guest in Sunrise (HIMYM)?	Clan_Gunn	region	0.38034037628998807	ASK WHERE { <http://dbpedia.org/resource/Sunrise_(How_I_Met_Your_Mother)> <http://dbpedia.org/property/guests> <http://dbpedia.org/resource/Tim_Gunn> }
Was Don't Bring Me Down recorded in West Germany?	West_Germany	right	0.6158816626806469	ASK WHERE { <http://dbpedia.org/resource/Don't_Bring_Me_Down> <http://dbpedia.org/property/recorded> <http://dbpedia.org/resource/West_Germany> }
Is Henry David Thoreau interested in Politics?	Henry_David_Thoreau	subject	0.4791807817485997	ASK WHERE { <http://dbpedia.org/resource/Henry_David_Thoreau> <http://dbpedia.org/property/mainInterests> <http://dbpedia.org/resource/Politics> }
Does the Ontario International Airport serve the Inland Empire?	Ontario_International_Airport	point	0.5351885353291203	ASK WHERE { <http://dbpedia.org/resource/Ontario_International_Airport> <http://dbpedia.org/property/cityServed> <http://dbpedia.org/resource/Inland_Empire> }
Is semnani one of the languages spoken in Iran?	Iran	language	0.8418356363258412	ASK WHERE { <http://dbpedia.org/resource/Iran> <http://dbpedia.org/property/languages> <http://dbpedia.org/resource/Semnani_languages> }
Was John muir one of the first to ascend a mountain on Mt hoffmann?	John_Muir	name	0.5031528202787061	ASK WHERE { <http://dbpedia.org/resource/Mount_Hoffmann> <http://dbpedia.org/ontology/firstAscentPerson> <http://dbpedia.org/resource/John_Muir> }
Was John Boehner the winner of the US House of Representatives elections in Ohio in 2010?	United_States_House_of_Representatives	election	0.9237665481149108	ASK WHERE { <http://dbpedia.org/resource/United_States_House_of_Representatives_elections_in_Ohio,_2010> <http://dbpedia.org/property/incumbent> <http://dbpedia.org/resource/John_Boehner> }
Is Hyundai Lavita assembled in Malaysia?	Hyundai_Motor_Company	reason	0.4122481996405657	ASK WHERE { <http://dbpedia.org/resource/Hyundai_Lavita> <http://dbpedia.org/ontology/assembly> <http://dbpedia.org/resource/Malaysia> }
Is the Hyundai Lavita assembled in Ulsan?	Hyundai_Motor_Company	reason	0.5842785470071035	ASK WHERE { <http://dbpedia.org/resource/Hyundai_Lavita> <http://dbpedia.org/property/assembly> <http://dbpedia.org/resource/Ulsan> }
Does Fa'a' International Airport serve tahiti too?	Tahiti	point	0.5383535320239734	ASK WHERE { <http://dbpedia.org/resource/Fa'a'ā_International_Airport> <http://dbpedia.org/property/cityServed> <http://dbpedia.org/resource/Tahiti> }
Is God Save the Queen the national anthem of United Kingdom?	United_Kingdom	anthem	0.9999999999999997	ASK WHERE { <http://dbpedia.org/resource/United_Kingdom> <http://dbpedia.org/property/nationalAnthem> <http://dbpedia.org/resource/God_Save_the_Queen> }
Was christina crawford trained by Booker T?	Christina_Crawford	name	0.32424592597912133	ASK WHERE { <http://dbpedia.org/resource/Christina_Crawford_(wrestler)> <http://dbpedia.org/property/trainer> <http://dbpedia.org/resource/Booker_T_(wrestler)> }
Is morrissey in the smiths?	Morrissey	name	0.44684798056840896	ASK WHERE { <http://dbpedia.org/resource/Morrissey> <http://dbpedia.org/ontology/associatedBand> <http://dbpedia.org/resource/The_Smiths> }
Was True Grit a novel of the western genre?	Gritstone	subject	0.4114652955766543	ASK WHERE { <http://dbpedia.org/resource/True_Grit_(novel)> <http://dbpedia.org/ontology/literaryGenre> <http://dbpedia.org/resource/Western_(genre)> }
Was Lucrezia Tornabuoni the mother of Lorenzo de' Medici?	Lucrezia_Tornabuoni	mother	0.9999999999999998	ASK WHERE { <http://dbpedia.org/resource/Lorenzo_de'_Medici> <http://dbpedia.org/property/mother> <http://dbpedia.org/resource/Lucrezia_Tornabuoni> }
Did Umkhonto we Sizwe had Nelson Mandela as a commander?	Nelson_Mandela	point	0.5803942511958708	ASK WHERE { <http://dbpedia.org/resource/Umkhonto_we_Sizwe> <http://dbpedia.org/property/notableCommanders> <http://dbpedia.org/resource/Nelson_Mandela> }
Was Kevin Rudd the PM of Julia Gillard?	Julia_Gillard	after	0.5420052701623327	ASK WHERE { <http://dbpedia.org/resource/Julia_Gillard> <http://dbpedia.org/ontology/primeMinister> <http://dbpedia.org/resource/Kevin_Rudd> }
Does Dan River flow into the Jordan Valley?	Dan_River	point	0.5351885353291203	ASK WHERE { <http://dbpedia.org/resource/Jordan_River> <http://dbpedia.org/ontology/leftTributary> <http://dbpedia.org/resource/Dan_River_(Middle_East)> }
Is Amharic the official language of Ethiopia?	Ethiopia	language	0.9999999999999997	ASK WHERE { <http://dbpedia.org/resource/Ethiopia> <http://dbpedia.org/ontology/officialLanguage> <http://dbpedia.org/resource/Amharic> }
Was Love Hurts in Short Cut Draw Blood?	Love_Hurts	years	0.4080634786543995	ASK WHERE { <http://dbpedia.org/resource/Love_Hurts> <http://dbpedia.org/property/album> <http://dbpedia.org/resource/Short_Cut_Draw_Blood> }
Is the book The Buddha and his Dhamma a book about Buddhism?	Gautama_Buddha	my	0.648933630513471	ASK WHERE { <http://dbpedia.org/resource/The_Buddha_and_His_Dhamma> <http://dbpedia.org/ontology/literaryGenre> <http://dbpedia.org/resource/Buddhism> }
Does Jevan Snead play as Quarterback?	Jevan_Snead	name	0.5037624993499371	ASK WHERE { <http://dbpedia.org/resource/Jevan_Snead> <http://dbpedia.org/property/position> <http://dbpedia.org/resource/Quarterback> }
Does Cascade Airways have a hub in Seattle?	Seattle	point	0.5182431772489159	ASK WHERE { <http://dbpedia.org/resource/Cascade_Airways> <http://dbpedia.org/ontology/hubAirport> <http://dbpedia.org/resource/Seattle> }
Was James maker in the band Noko?	LeBron_James	position	0.48254203488046865	ASK WHERE { <http://dbpedia.org/resource/Noko> <http://dbpedia.org/ontology/associatedBand> <http://dbpedia.org/resource/James_Maker> }
Was Nick Jonas a member of the Jonas Brothers?	Nick_Jonas	name	0.44684798056840896	ASK WHERE { <http://dbpedia.org/resource/Jonas_Brothers> <http://dbpedia.org/property/pastMembers> <http://dbpedia.org/resource/Nick_Jonas> }
Is jim harbaugh currently in the Michigan Wolverines?	Jim_Halpert	name	0.44684798056840896	ASK WHERE { <http://dbpedia.org/resource/Jim_Harbaugh> <http://dbpedia.org/property/currentteam> <http://dbpedia.org/resource/Michigan_Wolverines> }
Does the US route 281 have a junction at San Antonio?	San_Antonio	point	0.5351885353291203	ASK WHERE { <http://dbpedia.org/resource/U.S._Route_281> <http://dbpedia.org/property/junction> <http://dbpedia.org/resource/San_Antonio> }
Was Queen Latifah in the U.N.I.T.Y. group?	Queen_Latifah	name	0.44684798056840896	ASK WHERE { <http://dbpedia.org/resource/U.N.I.T.Y.> <http://dbpedia.org/ontology/musicalArtist> <http://dbpedia.org/resource/Queen_Latifah> }
Did Annie Leibovitz do the cover of The Road Ahead?	The_Road	country	0.4614393112575572	ASK WHERE { <http://dbpedia.org/resource/The_Road_Ahead_(Bill_Gates_book)> <http://dbpedia.org/ontology/coverArtist> <http://dbpedia.org/resource/Annie_Leibovitz> }
Is Pittsburgh Steelers the former team of Marv McFadden?	Pittsburgh_Steelers	coach	0.6098778180629828	ASK WHERE { <http://dbpedia.org/resource/Marv_McFadden> <http://dbpedia.org/property/pastteams> <http://dbpedia.org/resource/Pittsburgh_Steelers> }
Is Maria Sharapova the silver medalist of Tennis at the 2012 Summer Olympics  Women's singles?			-inf	ASK WHERE { <http://dbpedia.org/resource/Tennis_at_the_2012_Summer_Olympics_–_Women's_singles> <http://dbpedia.org/ontology/silverMedalist> <http://dbpedia.org/resource/Maria_Sharapova> }
Is Charles Drummond Ellis a doctoral student of James Chadwick?	Andre_Drummond	college	0.7411624535891539	ASK WHERE { <http://dbpedia.org/resource/James_Chadwick> <http://dbpedia.org/ontology/doctoralStudent> <http://dbpedia.org/resource/Charles_Drummond_Ellis> }
Does the St lawrence river start in Kingston, Ontario?	Saint_Lawrence_River	state	0.48169117923219307	ASK WHERE { <http://dbpedia.org/resource/Saint_Lawrence_River> <http://dbpedia.org/ontology/sourceMountain> <http://dbpedia.org/resource/Kingston,_Ontario> }
Is Mike Babcock the head coach of Toronto Maple Leafs?	Mike_Babcock	before	0.6021068358165036	ASK WHERE { <http://dbpedia.org/resource/Toronto_Maple_Leafs> <http://dbpedia.org/property/headCoach> <http://dbpedia.org/resource/Mike_Babcock> }
Is George Lucas the cinematographer of 6-18-67?	6-18-67	cinematography	0.7773172428074003	ASK WHERE { <http://dbpedia.org/resource/6-18-67> <http://dbpedia.org/property/cinematography> <http://dbpedia.org/resource/George_Lucas> }
Was John Muir the first one to ascend one of the peaks in the cathedral peak?	John_Muir	name	0.5031528202787061	ASK WHERE { <http://dbpedia.org/resource/Cathedral_Peak_(California)> <http://dbpedia.org/ontology/firstAscentPerson> <http://dbpedia.org/resource/John_Muir> }
Was Tim Gunn a guest on The Broken Code?	Tim_Gunn	residence	0.409553033176535	ASK WHERE { <http://dbpedia.org/resource/The_Broken_Code> <http://dbpedia.org/property/guests> <http://dbpedia.org/resource/Tim_Gunn> }
Was Morrissey a member of the Smiths?	Morrissey	name	0.44684798056840896	ASK WHERE { <http://dbpedia.org/resource/The_Smiths> <http://dbpedia.org/ontology/formerBandMember> <http://dbpedia.org/resource/Morrissey> }
Did Phillippe Cabot go to Columbia for studying?	Phillippe_Cabot	university	0.5410349462898042	ASK WHERE { <http://dbpedia.org/resource/Phillippe_Cabot> <http://dbpedia.org/ontology/university> <http://dbpedia.org/resource/Columbia_University> }
Was Marshall Arisman the cover artist in american psycho?	American_Psycho	author	0.4573678225597419	ASK WHERE { <http://dbpedia.org/resource/American_Psycho> <http://dbpedia.org/property/coverArtist> <http://dbpedia.org/resource/Marshall_Arisman> }
Is Egyptian Arabic belong to the Central Semitic Languages family?	Arabic	reason	0.5842785470071035	ASK WHERE { <http://dbpedia.org/resource/Egyptian_Arabic> <http://dbpedia.org/ontology/languageFamily> <http://dbpedia.org/resource/Central_Semitic_languages> }
Was Francisco Pizarro of the monarch of Charles 5, of the roman empire?	Francisco_Pizarro	monarch	0.9999999999999999	ASK WHERE { <http://dbpedia.org/resource/Francisco_Pizarro> <http://dbpedia.org/ontology/monarch> <http://dbpedia.org/resource/Charles_V,_Holy_Roman_Emperor> }
Is Andrew Lincoln the narrator of Million Dollar Traders?	Andrew_Lincoln	name	0.44684798056840896	ASK WHERE { <http://dbpedia.org/resource/Million_Dollar_Traders> <http://dbpedia.org/ontology/narrator> <http://dbpedia.org/resource/Andrew_Lincoln> }
Is the Hyundai Lavita assembled in Kulim?	Hyundai_Motor_Company	reason	0.5842785470071035	ASK WHERE { <http://dbpedia.org/resource/Hyundai_Lavita> <http://dbpedia.org/ontology/assembly> <http://dbpedia.org/resource/Kulim> }
Is Essex the Ceremonial County of West Tilbury?	Essex	west	0.6169160837079181	ASK WHERE { <http://dbpedia.org/resource/West_Tilbury> <http://dbpedia.org/ontology/ceremonialCounty> <http://dbpedia.org/resource/Essex> }
Does Mauritius follow a parliamentary republic?	Mauritius	legislature	0.5242955322963934	ASK WHERE { <http://dbpedia.org/resource/Mauritius> <http://dbpedia.org/property/governmentType> <http://dbpedia.org/resource/Parliamentary_republic> }
Did Jerry Rice study in Oktoc Mississippi?	Mississippi	country	0.4304328087535271	ASK WHERE { <http://dbpedia.org/resource/Jerry_Rice> <http://dbpedia.org/property/highSchool> <http://dbpedia.org/resource/Oktoc,_Mississippi> }
Is north caucasian emirate have an islamic government?	North_Caucasian_Emirate	capital	0.5420071473406705	ASK WHERE { <http://dbpedia.org/resource/North_Caucasian_Emirate> <http://dbpedia.org/ontology/governmentType> <http://dbpedia.org/resource/Islam> }
Is fox belong to the phylum of Chordate?	Fox	phylum	0.9999999999999998	ASK WHERE { <http://dbpedia.org/resource/Fox> <http://dbpedia.org/ontology/phylum> <http://dbpedia.org/resource/Chordate> }
Is Henry Knox a commander of Continental Artillery Regiment?	Henry_Knox	years	0.42062798472475155	ASK WHERE { <http://dbpedia.org/resource/Continental_Artillery_Regiment> <http://dbpedia.org/ontology/notableCommander> <http://dbpedia.org/resource/Henry_Knox> }
Is Baker's Dozen Donuts in the coffee industry?	John_Gilbert_Baker	name	0.44684798056840896	ASK WHERE { <http://dbpedia.org/resource/Baker's_Dozen_Donuts> <http://dbpedia.org/ontology/industry> <http://dbpedia.org/resource/Coffee> }
Is Nikolai Morozov the former coach of Stanislav Morozov?	Nikolai_Petrovich_Morozov	team	0.6098778180629828	ASK WHERE { <http://dbpedia.org/resource/Stanislav_Morozov> <http://dbpedia.org/ontology/formerCoach> <http://dbpedia.org/resource/Nikolai_Morozov_(figure_skater)> }
Did Alexandre Tichonov study at the Moscow university?	Alexandre_Tichonov	university	0.9999999999999994	ASK WHERE { <http://dbpedia.org/resource/Alexandre_Tichonov> <http://dbpedia.org/property/university> <http://dbpedia.org/resource/Moscow> }
Does Timothy Morton study Buddhism?	Timothy_Morton	subject	0.39125532247813755	ASK WHERE { <http://dbpedia.org/resource/Timothy_Morton> <http://dbpedia.org/property/mainInterests> <http://dbpedia.org/resource/Buddhism> }
Does Chicago own the Monroe Station?	Chicago	point	0.5351885353291203	ASK WHERE { <http://dbpedia.org/resource/Monroe_station_(CTA_Blue_Line)> <http://dbpedia.org/property/owned> <http://dbpedia.org/resource/Chicago> }
Was andy warhol a part of Pop Art movement?			-inf	ASK WHERE { <http://dbpedia.org/resource/Andy_Warhol> <http://dbpedia.org/property/movement> <http://dbpedia.org/resource/Pop_art> }
Did Bob Dylan write the lyrics of the times they are a changin'?	Bob_Dylan	show	0.530778793077519	ASK WHERE { <http://dbpedia.org/resource/The_Times_They_Are_a-Changin'_(musical)> <http://dbpedia.org/property/lyrics> <http://dbpedia.org/resource/Bob_Dylan> }
Is Brazilian jiu-jitsu the trainer of Nick Diaz?	Nick_Diaz	trainer	0.9999999999999999	ASK WHERE { <http://dbpedia.org/resource/Nick_Diaz> <http://dbpedia.org/ontology/trainer> <http://dbpedia.org/resource/Brazilian_jiu-jitsu> }
Is Cologny a neighbouring city of Geneva?	Cologny	district	0.6325095940566887	ASK WHERE { <http://dbpedia.org/resource/Geneva> <http://dbpedia.org/property/neighboringMunicipalities> <http://dbpedia.org/resource/Cologny> }
Did Raymond Picard take birth in Paris?	Jean-Luc_Picard	born	0.661035163784162	ASK WHERE { <http://dbpedia.org/resource/Raymond_Picard> <http://dbpedia.org/property/birthplace> <http://dbpedia.org/resource/Paris> }
Was Elton John a chairman of a Watford FC Season?			-inf	ASK WHERE { <http://dbpedia.org/resource/1999–2000_Watford_F.C._season> <http://dbpedia.org/ontology/chairman> <http://dbpedia.org/resource/Elton_John> }
Was Cliff Burton in Metallica?	Cliff_Burton	years	0.4080634786543995	ASK WHERE { <http://dbpedia.org/resource/Metallica> <http://dbpedia.org/property/pastMembers> <http://dbpedia.org/resource/Cliff_Burton> }
